,Unnamed: 0,Endo_id,name,uniprot,ensembl,binding_hormones,anatomical structure
963,8,ENR00536,IL-13Ralpha,P78552,ENST00000371666,[],['ENC00093']
964,9,ENR00589,TLR8,Q9NR97,ENST00000311912,[],"['ENC00228', 'ENC00248', 'ENC00247', 'ENC00438', 'ENC00216']"
965,10,ENR00591,TLR7,Q9NYK1,ENST00000380659,[],"['ENC00020', 'ENC00112', 'ENC00130', 'ENC00132', 'ENC00127', 'ENC00074', 'ENC00247', 'ENC00228', 'ENC00438', 'ENC00216']"
966,11,ENR00592,TLR10,Q9BXR5,ENST00000361424,[],"['ENC00130', 'ENC00306', 'ENC00144', 'ENC00307', 'ENC00074', 'ENC00247', 'ENC00438', 'ENC00216']"
967,12,ENR00598,empty0,empty0,empty0,[],[]
968,13,ENR00608,IL-12beta2R,Q99665,ENST00000441640,[],"['ENC00292', 'ENC00288']"
969,14,ENR00628,IL-18Rbeta,O95256,ENST00000450855,[],"['ENC00292', 'ENC00287', 'ENC00288']"
970,15,ENR00629,IL-2R gamma chain,P31785,ENST00000456850,[],"['ENC00379', 'ENC00287', 'ENC00233']"
971,16,ENR00651,RP105,Q99467,ENST00000256447,[],"['ENC00130', 'ENC00306', 'ENC00308', 'ENC00233']"
972,17,ENR00655,CD14,P08571,ENST00000401743,[],"['ENC00273', 'ENC00247', 'ENC00241', 'ENC00424', 'ENC00449', 'ENC00217', 'ENC00450', 'ENC00364']"
973,18,ENR00678,Duffy,Q16570,ENST00000435307,[],"['ENC00600', 'ENC00342']"
974,19,ENR00693,PPAR-gamma2,P372311,ENST00000455517,[],"['ENC00005', 'ENC00130', 'ENC00048', 'ENC00112', 'ENC00074', 'ENC00097', 'ENC00004']"
975,20,ENR00695,RAR-beta,P10826,ENST00000458646,[],"['ENC00074', 'ENC00216']"
976,21,ENR00703,TLR6,Q9Y2C9,ENST00000440845,[],"['ENC00247', 'ENC00228', 'ENC00453', 'ENC00454', 'ENC00438', 'ENC00450', 'ENC00364', 'ENC00216']"
977,22,ENR00726,M1,P11229,ENST00000306960,[],['ENC00011']
978,23,ENR00747,PACAP-R-1,P41586,ENST00000436116,[],"['ENC00020', 'ENC00074', 'ENC00144', 'ENC00130', 'ENC00102', 'ENC00112', 'ENC00011', 'ENC00170']"
979,24,ENR00768,NPY6-R,empty0,empty0,[],"['ENC00189', 'ENC00063', 'ENC00545', 'ENC00361', 'ENC00582', 'ENC00583']"
980,25,ENR00799,alpha 1A-adrenoreceptor,P35348,ENST00000380587,[],"['ENC00115', 'ENC00181', 'ENC00264', 'ENC00265', 'ENC00267']"
981,26,ENR00800,alpha 1B-adrenoreceptor,P35368,ENST00000306675,[],"['ENC00263', 'ENC00181', 'ENC00264', 'ENC00265', 'ENC00269']"
982,27,ENR00801,alpha 1D-adrenoreceptor,P25100,ENST00000379453,[],"['ENC00181', 'ENC00264', 'ENC00265']"
983,28,ENR00804,empty0,empty0,empty0,[],[]
984,29,ENR00834,TGF-beta type I receptor,P36897,ENST00000374994,[],"['ENC00163', 'ENC00093', 'ENC00037', 'ENC00112', 'ENC00379', 'ENC00424']"
985,30,ENR00842,TLR3,O15455,ENST00000296795,[],"['ENC00228', 'ENC00112', 'ENC00102', 'ENC00231', 'ENC00450', 'ENC00453', 'ENC00454', 'ENC00438', 'ENC00364', 'ENC00216']"
986,31,ENR00843,TLR4,O00206,ENST00000394487,[],"['ENC00112', 'ENC00130', 'ENC00248', 'ENC00247', 'ENC00228', 'ENC00216', 'ENC00424', 'ENC00273', 'ENC00426', 'ENC00217', 'ENC00074', 'ENC00231', 'ENC00450', 'ENC00244', 'ENC00452', 'ENC00438', 'ENC00364', 'ENC00233', 'ENC00459']"
987,32,ENR00844,TLR5,O60602,ENST00000407096,[],"['ENC00097', 'ENC00247', 'ENC00115', 'ENC00140', 'ENC00231', 'ENC00450', 'ENC00453', 'ENC00454', 'ENC00438', 'ENC00364', 'ENC00216']"
988,33,ENR00860,IFNAR1,P17181,ENST00000442357,[],['ENC00247']
989,34,ENR00983,thyroid hormone receptor alpha2,P10827,ENST00000450525,[],"['ENC00250', 'ENC00093', 'ENC00216']"
990,35,ENR00991,GR-beta,P04150,ENST00000454007,[],"['ENC00063', 'ENC00074', 'ENC00020', 'ENC00048', 'ENC00216', 'ENC00122', 'ENC00217', 'ENC00218', 'ENC00219']"
991,36,ENR01030,frizzled 3,Q9NPG1,ENST00000240093,[],"['ENC00262', 'ENC00050', 'ENC00171', 'ENC00102', 'ENC00062', 'ENC00222', 'ENC00132', 'ENC00233']"
992,37,ENR01070,basigin,P35613,ENST00000396012,[],"['ENC00164', 'ENC00323', 'ENC00020', 'ENC00207', 'ENC00397', 'ENC00216', 'ENC00037', 'ENC00078']"
993,38,ENR01074,CRTH2,Q9Y5Y4,ENST00000332539,[],['ENC00420']
994,39,ENR01076,empty0,empty0,empty0,[],[]
995,40,ENR01077,LXR-alpha,Q13133,ENST00000457932,[],"['ENC00004', 'ENC00216', 'ENC00063', 'ENC00127', 'ENC00221', 'ENC00009', 'ENC00249', 'ENC00424']"
996,41,ENR01078,bile acid receptor,Q96RI1,ENST00000392986,[],['ENC00249']
997,42,ENR01079,CAR,Q14994,ENST00000442691,[],['ENC00249']
998,43,ENR01080,AhR,P35869,ENST00000401808,[],['ENC00216']
999,44,ENR01081,PXR,O75469,ENST00000441957,[],"['ENC00184', 'ENC00127', 'ENC00249']"
1000,45,ENR01100,MUSK,O15146,ENST00000416899,[],['ENC00122']
1001,46,ENR01111,"IgE Fc receptor, alpha-subunit",P12319,ENST00000368115,[],"['ENC00078', 'ENC00251', 'ENC00216']"
1002,47,ENR01113,IgE Fc receptor gamma-subunit,P30273,ENST00000367992,[],"['ENC00219', 'ENC00247', 'ENC00292', 'ENC00013', 'ENC00078', 'ENC00251', 'ENC00276']"
1003,48,ENR01114,"IgE Fc receptor, subunit beta",Q01362,ENST00000440896,[],"['ENC00078', 'ENC00251']"
1004,49,ENR01116,CD160 antigen,O95971,ENST00000401557,[],"['ENC00292', 'ENC00289']"
1005,50,ENR01117,B-cell receptor CD22,P20273,ENST00000419549,[],['ENC00233']
1006,51,ENR01120,empty0,empty0,empty0,[],[]
1007,52,ENR01126,thrombin receptor,Q71UT7,ENST00000396233,[],['ENC00020']
1008,53,ENR01153,CEACAM-1 isoform A,P13688,ENST00000403461,[],['ENC00217']
1009,54,ENR01154,CEACAM-1 isoform B,P13688,ENST00000403461,[],['ENC00217']
1010,55,ENR01155,CEACAM-1 isoform C,P13688,ENST00000403461,[],['ENC00217']
1011,56,ENR01156,biliary glycoprotein 1,P13688,ENST00000403461,[],['ENC00217']
1012,57,ENR01157,CEACAM-6,P40199,ENST00000412062,[],['ENC00217']
1013,58,ENR01160,terd,empty0,empty0,[],['ENC00247']
1014,59,ENR01161,leukosialin,P16150,ENST00000436527,[],"['ENC00293', 'ENC00287', 'ENC00217']"
1015,60,ENR01162,autocrine motility factor receptor,P26442,ENST00000314566,[],['ENC00249']
1016,61,ENR01196,SLAMF6,Q96DU3,ENST00000368059,[],['ENC00293']
1017,62,ENR01197,SLAMF7,Q9NQ25,ENST00000458602,[],['ENC00293']
1018,63,ENR01203,SIGLEC-7,Q9Y286,ENST00000317643,[],"['ENC00228', 'ENC00418', 'ENC00292', 'ENC00219', 'ENC00217', 'ENC00389', 'ENC00248', 'ENC00247', 'ENC00287', 'ENC00074', 'ENC00112', 'ENC00130', 'ENC00538']"
1019,64,ENR01207,nephrin,O60500,ENST00000443172,[],['ENC00396']
1020,65,ENR01208,podocalyxin-like protein 1,O00592,ENST00000446198,[],['ENC00396']
1021,66,ENR01213,ephrin-A5,P52803,ENST00000333274,[],['ENC00020']
1022,67,ENR01217,FPRL2,P25089,ENST00000339223,[],['ENC00247']
1023,68,ENR01238,TrpV4-A,Q9HBA01,ENST00000418703,[],"['ENC00231', 'ENC00128', 'ENC00222', 'ENC00563', 'ENC00244']"
1024,69,ENR01248,IL-28R-alpha-v2,Q8IU572,ENST00000428464,[],"['ENC00048', 'ENC00115', 'ENC00140', 'ENC00122', 'ENC00145', 'ENC00102']"
1025,70,ENR01294,VLDLR,P98155,ENST00000397921,[],"['ENC00048', 'ENC00122']"
1026,71,ENR01295,Tumor necrosis factor receptor superfamily member 11B,O00300,ENST00000297350,[],['ENC00093']
1027,72,ENR01305,ApoA-I receptor,empty0,empty0,[],['ENC00216']
1028,73,ENR01310,Sterol O-acyltransferase 1,P35610,ENST00000367619,[],['ENC00249']
1029,74,ENR01311,ATP-binding cassette sub-family A member 1,O95477,ENST00000374736,[],['ENC00216']
1030,75,ENR01312,GPR39 protein,A4FVA5,ENST00000329321,[],['ENC00050']
1031,76,ENR01313,empty0,empty0,empty0,[],[]
1032,77,ENR01316,Annexin-2 receptor,Q3ZCQ2,ENST00000314890,[],"['ENC00320', 'ENC00397']"
1033,78,ENR01327,Psychosine receptor,Q8IYL9,ENST00000267549,[],"['ENC00055', 'ENC00112', 'ENC00074', 'ENC00144', 'ENC00130', 'ENC00306', 'ENC00127', 'ENC00389', 'ENC00020', 'ENC00411', 'ENC00287', 'ENC00013', 'ENC00578', 'ENC00472', 'ENC00423', 'ENC00216']"
1034,79,ENR01328,FTS receptor,empty0,empty0,[],"['ENC00287', 'ENC00397', 'ENC00053', 'ENC00528', 'ENC00027']"
1035,80,ENR01334,steroidogenic factor 1,Q13285,ENST00000373588,[],"['ENC00009', 'ENC00097', 'ENC00140', 'ENC00361', 'ENC00579']"
1036,81,ENR01335,IL-2R,empty0,empty0,[],"['ENC00233', 'ENC00287']"
